Assay ID,,Description,Assay_Name,Assay_Group,Assay_Format,Assay_Type,Species,AID,ChEMBL Assay ID
597,,Displacement of SRC2 peptide from AF2 site of androgen receptor (unknown origin),Displacement assay,Binding,single protein format,Binding,Homo sapiens,,CHEMBL2318833
598,,Displacement of SRC2-3 peptide from human AR ligand binding site expressed in Escherichia coli BL21 by AF2 FP assay,FP assay,Binding,assay format,Binding,Homo sapiens,,CHEMBL1826238
599,,Dissociation constant against GST-hARLBD was measured in SC-3 cell by using [3H]testosterone as radioligand,Receptor binding assay,Binding,cell-based format,Binding,Homo sapiens,,CHEMBL648321
600,,Dissociation constant for [3H]R-1881 binding to human androgen receptor at 273 K,radioligand binding assays,Binding,single protein format,Binding,Homo sapiens,,CHEMBL829227
601,,Dissociation constant for [3H]R-1881 binding to human androgen receptor at 278 K,Binding Assay,Binding,single protein format,Binding,Homo sapiens,,CHEMBL830052
602,,Dissociation constant for [3H]R-1881 binding to human androgen receptor at 283 K,Binding Assay,Binding,single protein format,Binding,Homo sapiens,,CHEMBL830053
603,,Dissociation constant for [3H]R-1881 binding to human androgen receptor at 288 K,Binding Assay,Binding,single protein format,Binding,Homo sapiens,,CHEMBL830054
604,,Dissociation constant for [3H]R-1881 binding to human androgen receptor at 298 K,Binding Assay,Binding,single protein format,Binding,Homo sapiens,,CHEMBL830056
605,,Dissociation constant for [3H]R-1881 binding to human androgen receptor at 303 K,Binding Assay,Binding,single protein format,Binding,Homo sapiens,,CHEMBL829224
606,,Dissociation constant for [3H]R-1881 binding to human androgen receptor at 308 K,Binding Assay,Binding,single protein format,Binding,Homo sapiens,,CHEMBL829225
607,,Dissociation constant for [3H]R-1881 binding to human androgen receptor at 310K,Binding Assay,Binding,single protein format,Binding,Homo sapiens,,CHEMBL829226
608,,Dissociation constant value of the radiolabeled compound against the androgen receptor 293 K,Binding Assay,Binding,single protein format,Binding,Homo sapiens,,CHEMBL830055
609,,Downregulation of androgen receptor expression in human MCF7 cells at 1 uM after 6 hrs by Western blot method relative to lamin B,Western blot method,Binding,cell-based format,Binding,Homo sapiens,,CHEMBL4138571
610,,Downregulation of androgen receptor expression in human MCF7 cells at 1 uM after 6 hrs in presence of proteasome inhibitor MG132 by Western blot method relative to lamin B,Western blot method,Binding,cell-based format,Binding,Homo sapiens,,CHEMBL4138583
611,,Downregulation of androgen receptor expression in human MCF7 cells at 10 uM after 6 hrs by Western blot method relative to lamin B,Western blot method,Binding,cell-based format,Binding,Homo sapiens,,CHEMBL4138575
612,,Downregulation of androgen receptor expression in human MCF7 cells at 10 uM after 6 hrs in presence of proteasome inhibitor MG132 by Western blot method relative to lamin B,Western blot method,Binding,cell-based format,Binding,Homo sapiens,,CHEMBL4138585
613,,Downregulation of androgen receptor expression in human MCF7 cells at 3 uM after 6 hrs by Western blot method relative to lamin B,Western blot method,Binding,cell-based format,Binding,Homo sapiens,,CHEMBL4138574
614,,Downregulation of androgen receptor expression in human MCF7 cells at 3 uM after 6 hrs in presence of proteasome inhibitor MG132 by Western blot method relative to lamin B,Western blot method,Binding,cell-based format,Binding,Homo sapiens,,CHEMBL4138584
615,,DRUGMATRIX: Androgen (Testosterone) AR radioligand binding (ligand: [3H] Mibolerone),Cotransfection assay,Reporter gene,cell-based format,Antagonist,Rattus norvegicus,,CHEMBL1909115
616,,Effect on AR(NR3C4) dependent reporter activity in HEK293 cells at 20 uM,AR bioassay,Reporter gene,cell-based format,Binding,Homo sapiens,,CHEMBL1961863
617,,Effect on human Gal4-fused AR at 10 uM by luciferase reporter gene assay,luciferase reporter gene assay,Reporter gene,single protein format,Binding,Homo sapiens,,CHEMBL1671296
618,,Effect on nuclear import of wild-type human androgen receptor expressed in COS7 cells at 10 uM after 1 hr by immunofluorescence analysis,immunofluorescence analysis,Binding,cell-based format,Binding,Homo sapiens,,CHEMBL3371356
619,,Effective concentration against Androgen receptor,cotransfection assay,Reporter gene,single protein format,Binding,Mus musculus,,CHEMBL646842
620,,Effective concentration against Androgen receptor in mouse fibroblast L929 cells,Binding assay,Binding,cell-based format,Binding,Mus musculus,,CHEMBL648257
621,,Effective dose for antiandrogen activity in rats,In vivo,In vivo,assay format,Antagonist,Rattus norvegicus,,CHEMBL781176
622,,Effective dose required for the compound to inhibit testosterone propionate-stimulated prostate weight gain by 50% using [3H]- R1881 as the radioligand,In vivo,In vivo,tissue-based format,Binding,Rattus norvegicus,,CHEMBL648265
623,,Efficacy as a function of maximal inhibition against human androgen receptor.,Cotransfection assay,Reporter gene,single protein format,Binding,Homo sapiens,,CHEMBL649490
624,,Efficacy as percent inhibition of Androgen receptor with DHT EC50,cotransfection assay,Reporter gene,single protein format,Binding,Homo sapiens,,CHEMBL649489
625,,In vitro agonist potency in transactivation assay of CV-1 cells stably transfected with human androgen receptor,transactivation assays,Reporter gene,cell-based format,Agonist,Homo sapiens,,CHEMBL749310
626,,In vitro agonistic activity against human androgen receptor using cotransfection assay in CV-1 cells.,Cotransfection assay,Reporter gene,cell-based format,Agonist,Homo sapiens,,CHEMBL646844
627,,In vitro agonistic activity against human androgen receptor (hAR) expressed in CV-1 cells; not active,Cotransfection assay,Reporter gene,cell-based format,Agonist,Homo sapiens,,CHEMBL648080
628,,In vitro antagonistic activity against androgen receptor of MDA-453 cells,transactivation assays,Reporter gene,cell-based format,Antagonist,Homo sapiens,,CHEMBL836730
629,,In vitro antagonistic activity against human androgen receptor using cotransfection assay in CV-1 cells; Not active.,Cotransfection assay,Reporter gene,cell-based format,Antagonist,Homo sapiens,,CHEMBL648081
630,,In vitro antagonistic activity against human androgen receptor (hAR) expressed in CV-1 cells,Cotransfection assay,Reporter gene,cell-based format,Antagonist,Homo sapiens,,CHEMBL646845
631,,In vitro antagonistic activity against mutant androgen receptor of LNCap cells,transactivation assays,Reporter gene,cell-based format,Antagonist,Homo sapiens,,CHEMBL833228
632,,In vitro antagonist activity against rat prostatic androgen receptor (AR),Receptor assay,Reporter gene,assay format,Antagonist,Rattus norvegicus,,CHEMBL652259
633,,In vitro antagonist potency in transactivation assay in CV-1 cells expressing androgen receptor,transactivation assays,Reporter gene,cell-based format,Antagonist,Homo sapiens,,CHEMBL749964
634,,In vitro binding affinity at human androgen receptor transfected into COS cells.,Binding assay,Binding,cell-based format,Binding,Homo sapiens,,CHEMBL648082
635,,In vitro binding affinity for androgen receptor of castrated rat prostate by [3H]testosterone binding 24 hr r after compound administration,Binding assay,Binding,single protein format,Binding,Rattus norvegicus,,CHEMBL650369
636,,In vitro binding affinity for androgen receptor of castrated rat prostate by [3H]testosterone binding 30 min after compound administration,Binding assay,Binding,single protein format,Binding,Rattus norvegicus,,CHEMBL649846
637,,In vitro binding affinity towards androgen receptor of castrated rat prostate using [3H]testosterone as radioligand 24 hr after administration,Binding assay,Binding,single protein format,Binding,Rattus norvegicus,,CHEMBL649847
638,,In vitro binding affinity towards androgen receptor of castrated rat prostate using [3H]testosterone as radioligand 30 min after administration,Binding assay,Binding,single protein format,Binding,Rattus norvegicus,,CHEMBL649845
639,,In vitro binding affinity towards human androgen receptor expressed COS cells; not determined,Binding assay,Binding,cell-based format,Binding,Homo sapiens,,CHEMBL647745
640,,In vitro inhibition of DHT (dihydrotestosterone) on proliferation of androgen-sensitive cancer Schionogi (SC-3) cells,Growth assay,Cell proliferation,assay format,Binding,Mus musculus,,CHEMBL807120
641,,In vitro relative binding affinity against rat Androgen receptor (rAR),Competition assay,Binding,single protein format,Binding,Rattus norvegicus,,CHEMBL651197
642,,In vivo binding affinity for rat ventral prostate androgen receptor by displacement of [3H]R-1881,In vivo,In vivo,organism-based format,Binding,Rattus norvegicus,,CHEMBL649837
643,,In vivo binding affinity fot cytosolic androgen receptor,In vivo,In vivo,organism-based format,Binding,Rattus norvegicus,,CHEMBL821398
644,,In vivo relative androgenic activity in Male Sprague-Dawley rats,In vivo,In vivo,organism-based format,other,Rattus norvegicus,,CHEMBL647837
645,,In vivo relative binding affinity (1h/18h) as ratio of binding affinities for R1881 and compound against rat ventral prostate androgen receptor using [3H]- R1881 as radioligand; <.01/<.01,In vivo,In vivo,organism-based format,Binding,Rattus norvegicus,,CHEMBL845894
646,,Induction of AR degradation in human MCF7 cells assessed as AR/actin ratio level at 3 uM after 6 hrs by Western blot analysis (Rvb = 100%),Western blot analysis,other,cell-based format,Binding,Homo sapiens,,CHEMBL3804427
647,,Induction of AR degradation in human MCF7 cells assessed as AR/actin ratio level at 4.5 uM after 6 hrs by Western blot analysis (Rvb = 100%),Western blot analysis,other,cell-based format,Binding,Homo sapiens,,CHEMBL3804428
648,,Induction of AR degradation in human MCF7 cells assessed as AR/actin ratio level at 6 uM after 6 hrs by Western blot analysis (Rvb = 100%),Western blot analysis,other,cell-based format,Binding,Homo sapiens,,CHEMBL3804429
649,,Induction of AR degradation in human MCF7 cells assessed as AR/lamin ratio level at 10 uM after 6 hrs by Western blot analysis (Rvb = 100%),Western blot analysis,other,cell-based format,Binding,Homo sapiens,,CHEMBL3804434
650,,Induction of AR degradation in human MCF7 cells assessed as AR/lamin ratio level at 20 uM after 6 hrs by Western blot analysis (Rvb = 100%),Western blot analysis,other,cell-based format,Binding,Homo sapiens,,CHEMBL3804435
651,,Induction of AR degradation in human MCF7 cells at 10 to 20 uM after 6 hrs by Western blot analysis,Western blot analysis,other,cell-based format,Binding,Homo sapiens,,CHEMBL3804414
652,,Induction of AR degradation in human MCF7 cells at 10 to 20 uM after 6 hrs by Western blot in presence of MG132,Western blot analysis,other,cell-based format,Binding,Homo sapiens,,CHEMBL3804416
653,,Induction of AR degradation in human MCF7 cells at 3 to 6 uM after 6 hrs by Western blot analysis,Western blot analysis,other,cell-based format,Binding,Homo sapiens,,CHEMBL3804413
654,,Induction of AR degradation in human MCF7 cells at 3 to 6 uM after 6 hrs by Western blot in presence of MG132,Western blot analysis,other,cell-based format,Binding,Homo sapiens,,CHEMBL3804415
655,,Induction of AR V7 truncated mutant protein degradation in human 22Rv1 cells at 2 to 20 uM after 5 hrs by Western blot analysis,Western blot method,Binding,cell-based format,Binding,Homo sapiens,,CHEMBL4275685
656,,Induction of AR-mediated growth inhibtion of human LNCAP cells at 15 uM after 24 hrs,MTT Colorimetric Assay,Cell proliferation,cell-based format,Binding,Homo sapiens,,CHEMBL2395396
657,,Induction of full length AR degradation in human 22Rv1 cells at 2 to 20 uM after 5 hrs by Western blot analysis,Western blot method,Binding,cell-based format,Binding,Homo sapiens,,CHEMBL4275688
658,,Induction of full length AR degradation in human LNCAP cells assessed as reduction in AR mRNA level at 2 to 20 uM after 224 hrs by RT-PCR method,RT-qPCR method,Reporter gene,cell-based format,Binding,Homo sapiens,,CHEMBL4275687
659,,Induction of full length AR degradation in human LNCAP cells at 2 to 20 uM after 5 hrs by Western blot analysis,Western blot method,Binding,cell-based format,Binding,Homo sapiens,,CHEMBL4275684
660,,Inhibition of [3H]DHT binding to androgen receptor of MDA-453 cells,Binding assay,Binding,cell-based format,Binding,Homo sapiens,,CHEMBL830415
661,,Inhibition of [3H]-DHT binding to T877A androgen receptor of LNCaP cells,Binding assay,Binding,cell-based format,Binding,Homo sapiens,,CHEMBL828881
662,,Inhibition of [3H]mibolerone binding to cytosolic androgen receptor of rat ventral prostate,Cytosolic AR-binding assay,Binding,single protein format,Binding,Rattus norvegicus,,CHEMBL877110
663,,Inhibition of [3H]mibolerone binding to human Androgen receptor of PC3/AR Cell Lysate,Binding Assay,Binding,single protein format,Binding,Homo sapiens,,CHEMBL877104
664,,Inhibition of [3H]-R-1881 binding to rat ventral prostate cytosolic androgen receptor,Competitive Binding Assay,Binding,Other,Binding,Rattus norvegicus,,CHEMBL665907
665,,Inhibition of 1.0 nM [3H]mibolerone binding to human androgen receptor of PC3/AR cell lysate,Cytosolic AR-binding assay,Binding,cell-based format,Binding,Homo sapiens,,CHEMBL647749
666,,Inhibition of androgen dependent human prostate cancer cell MDA-MB-PCa2b proliferation,Reporter gene assay,Reporter gene,cell-based format,Antagonist,Homo sapiens,,CHEMBL833436
